(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
#
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
#
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(57,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
(62,33.0)
#
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
#
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
(66,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
(64,33.0)
#
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(56,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
(61,33.0)
#
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
#
(54,33.0)
(54,33.0)
(54,33.0)
(54,33.0)
(54,33.0)
(54,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
(60,33.0)
#
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
(63,33.0)
#
(52,33.0)
(52,33.0)
(52,33.0)
(52,33.0)
(52,33.0)
(52,33.0)
(56,33.0)
(56,33.0)
